-0.46445,1.1135,-0.083938,-2.2474,-1.5234,2.2655,-1.38,-2.13,-0.35742,-0.75254,-0.42412,1.2113,0.17691,-0.35939,0.025717,-1.3768,-1.4934,0.22551,0.43651,0.097273
0.91421,0.0091769,1.0176,-0.77602,-0.28798,1.6518,0.030014,-1.1708,-1.0949,0.71226,0.35043,-1.2225,-0.32417,-0.56728,1.9836,0.0063963,-1.5364,0.19004,-1.7458,0.43321
-1.581,-0.46328,-0.84042,-0.62386,0.18374,-1.481,2.006,1.1678,-0.015078,-0.40195,0.30089,0.55882,0.32307,1.0023,0.15809,0.69865,-0.7877,-0.3659,-1.4339,0.94615
-1.8435,0.58222,0.20745,-0.76708,0.087986,-0.1389,0.08252,-1.6282,0.75218,-0.38573,1.3184,0.62603,-1.8988,-0.45798,-0.0060162,-0.34433,0.41019,-1.8318,0.5763,2.6961
-0.82923,-0.47567,-0.85551,-0.086173,-0.17438,-1.4366,-0.60081,-0.52204,-1.4959,-0.17744,-0.32715,-1.4289,0.58871,-0.16702,-1.516,1.2356,-0.018344,1.3182,0.54245,-1.7725
1.1309,1.7703,1.1871,0.16485,-0.52957,1.2263,1.1418,-0.70724,0.98579,0.43742,-0.72025,-0.59481,2.4075,-0.28336,-1.3617,-0.11485,0.37838,-0.49183,0.92932,-0.59647
0.55535,-0.073672,0.23907,-2.1641,0.675,-0.065983,-0.82308,0.45534,-0.92084,0.51862,-2.291,0.7172,1.0894,-0.20581,-0.87322,1.5959,-1.8715,-0.81431,-0.901,0.3526
-1.3567,-0.66502,1.1086,2.0821,-0.040408,-1.08,-0.88491,1.3393,0.38892,1.1768,-1.1634,-0.70589,0.75545,0.78808,-1.4057,1.1105,0.067721,-1.0288,1.1904,-0.30292
-2.7883,-0.655,0.15918,-0.59644,0.86914,0.28655,-0.65983,-1.0631,0.63508,1.1342,0.30826,0.062428,0.38297,-0.32794,0.69695,0.63407,0.44082,0.73877,0.27751,-0.63543
-0.80532,-0.70316,-0.68994,0.061471,1.7754,0.50636,0.2914,2.1369,-0.012057,-0.76417,-0.93579,-0.33055,0.25403,-0.58365,0.88285,-0.12643,0.35097,-1.9691,-0.35924,2.1216
-1.094,0.24998,1.186,-1.3488,-1.1761,0.5866,0.013796,-0.12919,1.868,0.13477,1.5736,-0.07841,0.01115,-0.47545,-0.94108,0.92651,1.6838,-1.5287,-0.32723,-0.43335
-0.89661,0.4222,-1.3756,1.5104,1.3759,-0.32752,-0.27966,0.56219,-0.80374,-0.7859,-0.20132,-1.2696,0.31279,1.419,-0.33098,-1.3185,2.6317,0.61386,0.25297,0.59421
-0.78692,-0.16756,1.4419,1.796,1.2575,1.512,0.22175,0.89902,1.1203,0.38194,-0.42674,1.4088,0.37135,-1.8558,-1.1636,0.29788,-1.4319,0.52548,-0.060519,-0.91592
-1.0522,0.50429,-0.81054,1.402,-0.58102,-0.37171,-0.96857,0.56584,1.6868,1.204,0.24588,-0.5056,0.58146,0.94401,0.77367,-1.6834,-0.51934,-0.33811,1.9352,-1.4495
-1.0097,0.81791,0.5184,-0.87759,0.61881,-0.96899,0.28095,-0.23049,1.27,-0.44469,1.6953,0.16412,0.60863,0.061948,-0.73891,-0.46879,0.74507,1.4154,1.2308,1.0306
0.44514,-0.41994,0.025741,0.56486,1.0308,0.066983,-0.19337,0.04766,1.9069,-0.66768,0.43919,0.033442,-0.15606,-0.25117,1.1163,0.72873,-0.21116,-0.75602,-1.5117,0.80297
2.2213,-0.2468,-0.6926,-0.49631,1.7694,-1.3025,1.4734,-0.82101,-1.133,1.0106,0.086339,-0.79184,1.6212,-0.5874,0.27418,0.31973,0.8517,0.34457,-0.19112,0.67843
-0.22007,1.2823,0.21941,-0.584,-0.040299,0.67684,-0.041923,0.012537,1.2788,1.6763,-0.63149,0.18958,0.10876,0.8897,-0.82255,1.8389,-0.38676,-2.0566,-0.75997,-0.93046
-0.66544,1.281,0.13769,0.95436,-0.147,0.043343,-0.9532,-0.61869,2.4376,-1.0122,-1.2118,-2.3466,2.0072,0.69926,-0.34506,-0.050452,1.0259,-0.22289,-0.0056133,-0.96163
-1.078,-2.3086,-1.5602,0.94655,-1.3362,-0.65487,0.027271,0.90492,-1.0453,-0.90237,-1.3303,-2.0611,-1.1275,-0.56746,1.2698,0.92812,-2.2705,0.64529,-0.63863,1.1181
0.23443,1.5352,0.29278,-1.0853,-0.38853,0.11649,-0.63034,0.019845,-1.3675,-1.2755,0.59638,0.34669,0.68979,1.478,0.74788,0.27242,-0.51571,-0.69094,-0.55679,-1.2855
1.0339,-1.6805,-1.5206,-0.42614,-0.73395,1.0654,-1.5967,-0.38246,-0.61148,0.88011,2.0622,-0.46852,0.44076,-0.6172,-0.10801,-0.20404,-0.83098,-0.98583,-1.3449,-1.4255
-0.71874,-0.091096,0.95889,0.97213,-0.52901,1.6485,0.65546,0.55798,-0.37367,-0.51222,1.9077,0.38286,0.49587,-0.8549,0.57298,0.85493,2.031,-1.4841,-1.586,-0.21473
-0.80618,-0.031895,0.27779,-0.81239,0.12785,-2.3148,0.7952,0.31277,-0.44472,1.4065,-0.029446,1.843,0.91281,2.9992,1.7949,0.4263,-1.984,0.035989,-0.20533,-0.2172
-0.76126,-1.4386,-0.822,-1.4852,1.4167,-0.9382,0.74866,-0.82088,1.4672,0.17271,1.5571,-1.2722,0.52847,0.14513,1.7379,-1.8991,-0.19392,0.86046,0.087078,-0.16604
1.1913,0.60985,-0.69566,0.49472,1.8619,2.3339,0.18002,0.11553,-0.14268,0.92597,0.7208,-0.4839,-0.42836,-0.54082,0.5297,-1.9806,-1.7548,2.2063,-0.72013,-0.50164
0.41552,-0.97828,-1.4849,0.91525,1.3691,-1.9482,-0.76724,0.22377,-1.0692,-0.16627,-0.61718,0.42411,-1.8614,-1.292,0.68153,2.0064,-1.6057,0.061118,-0.90241,-0.89581
2.9767,-0.82414,1.3371,-0.37549,-0.7874,-0.081565,0.56495,0.50973,0.64251,0.69691,1.8817,0.76095,0.14529,-0.63078,0.18609,1.2349,-0.70511,-0.19507,-0.72561,1.2256
1.5921,-0.15666,-0.38464,-0.14991,-0.34504,-1.5718,0.041924,0.78109,0.98976,-1.2351,0.0035112,1.1005,-1.0538,0.82067,0.31081,-1.1699,0.64334,0.63515,1.2623,-1.553
1.3594,0.15651,0.91459,2.1703,-0.022296,0.077907,-1.7087,0.50043,-0.31462,1.37,0.071643,-1.3627,0.17362,0.95817,0.7505,1.7885,-1.5706,-0.18874,0.33925,-1.4215
0.47039,-0.11592,0.054721,-3.1486,0.54028,-0.33059,-0.4686,-0.24916,-1.3187,0.027138,-0.55837,-1.3768,-0.76659,-1.4494,-0.78251,-0.21992,2.2132,0.26339,-0.78127,-0.39122
-0.11785,-2.9937,-1.662,0.62282,-0.92806,-0.34975,-0.011289,-0.88876,1.895,0.028076,-1.0312,1.8616,0.83371,1.1678,-2.7963,-1.1902,1.4813,0.6391,-0.55849,1.7033
0.66498,0.89405,-1.3905,0.67112,0.53794,0.76852,-0.39372,0.88351,0.56542,0.0028596,0.82006,-0.052679,-0.52564,-0.54141,1.3374,-0.71251,-1.1416,-0.7003,-0.36996,1.6605
1.6858,-0.3953,1.9742,-0.18929,0.88306,-0.81851,0.012514,-0.31475,3.2198,1.0844,-0.24163,-0.78502,-1.405,-1.3586,-0.5242,2.1883,-0.74223,1.5725,0.70948,0.20982
0.091355,-1.2015,-0.33154,-0.68742,0.84113,-0.72963,0.79661,1.2227,-0.1198,-1.2738,0.39363,-0.70288,-0.1736,0.056165,0.60404,-0.73001,-0.34764,0.16886,0.6681,-1.3343
1.5197,0.70986,-2.4368,-0.74735,1.0237,-0.35052,-1.381,-2.5017,0.35989,-0.33993,-1.125,0.79155,1.5403,1.214,-0.7446,-0.63364,-0.021538,-0.26048,1.5788,-0.054921
-1.057,-0.087326,-0.12252,0.49867,-0.78651,-0.83284,-0.65769,-0.4846,1.8198,-2.0263,-0.016031,-2.0606,0.27516,-0.44297,-1.2639,0.61045,0.41572,0.69381,-0.20731,-1.8925
